variable,window,product,pipeline_id,metric,value,note
rsds,validation_2006_2014,NEX,,pooled_variance,7016.5556640625,
rsds,validation_2006_2014,NEX,,p01_pooled,64.56999206542969,
rsds,validation_2006_2014,NEX,,p99_pooled,369.599609375,
rsds,validation_2006_2014,NEX,,lag1_domain_mean,0.9279881585593216,
rsds,validation_2006_2014,NEX,,seasonal_range_domain_mean,200.52688598632812,
rsds,validation_2006_2014,NEX,,pooled_skew,0.11067003756761551,
rsds,validation_2006_2014,NEX,,pooled_cv,0.3950520157814026,
rsds,validation_2006_2014,NEX,,KGE_vs_GridMET,0.681688889618034,
wind,validation_2006_2014,GridMET,,pooled_variance,2.9207780361175537,
wind,validation_2006_2014,GridMET,,p01_pooled,1.5,
wind,validation_2006_2014,GridMET,,p99_pooled,9.34000015258789,
wind,validation_2006_2014,GridMET,,lag1_domain_mean,0.4496963628694972,
wind,validation_2006_2014,GridMET,,seasonal_range_domain_mean,1.4523077011108398,
wind,validation_2006_2014,GridMET,,pooled_skew,0.742202639579773,
wind,validation_2006_2014,GridMET,,pooled_cv,0.3814140558242798,
wind,validation_2006_2014,S3_cmip6_inputs,,pooled_variance,2.1521544456481934,
wind,validation_2006_2014,S3_cmip6_inputs,,p01_pooled,1.5882487297058105,
wind,validation_2006_2014,S3_cmip6_inputs,,p99_pooled,8.245426177978516,
wind,validation_2006_2014,S3_cmip6_inputs,,lag1_domain_mean,0.4019427740540382,
wind,validation_2006_2014,S3_cmip6_inputs,,seasonal_range_domain_mean,1.3348417282104492,
wind,validation_2006_2014,S3_cmip6_inputs,,pooled_skew,0.7533265352249146,
wind,validation_2006_2014,S3_cmip6_inputs,,pooled_cv,0.3573957085609436,
wind,validation_2006_2014,S3_cmip6_inputs,,KGE_vs_GridMET,0.06861657886693462,
wind,validation_2006_2014,S3_cmip6_inputs,,RMSE_vs_GridMET,2.1842257976531982,
wind,validation_2006_2014,DOR,test8_v2,pooled_variance,2.3632447719573975,
wind,validation_2006_2014,DOR,test8_v2,p01_pooled,1.5655324459075928,
wind,validation_2006_2014,DOR,test8_v2,p99_pooled,8.59323501586914,
wind,validation_2006_2014,DOR,test8_v2,lag1_domain_mean,0.39584591231291083,
wind,validation_2006_2014,DOR,test8_v2,seasonal_range_domain_mean,1.409888744354248,
wind,validation_2006_2014,DOR,test8_v2,pooled_skew,0.819445013999939,
wind,validation_2006_2014,DOR,test8_v2,pooled_cv,0.3694465756416321,
wind,validation_2006_2014,DOR,test8_v2,KGE_vs_GridMET,0.07843242184185306,
wind,validation_2006_2014,DOR,test8_v3,pooled_variance,2.3634305000305176,
wind,validation_2006_2014,DOR,test8_v3,p01_pooled,1.5654736757278442,
wind,validation_2006_2014,DOR,test8_v3,p99_pooled,8.59311580657959,
wind,validation_2006_2014,DOR,test8_v3,lag1_domain_mean,0.3958418266883407,
wind,validation_2006_2014,DOR,test8_v3,seasonal_range_domain_mean,1.4097578525543213,
wind,validation_2006_2014,DOR,test8_v3,pooled_skew,0.8195491433143616,
wind,validation_2006_2014,DOR,test8_v3,pooled_cv,0.3694581091403961,
wind,validation_2006_2014,DOR,test8_v3,KGE_vs_GridMET,0.07844038091673144,
wind,validation_2006_2014,DOR,test8_v4,pooled_variance,2.3634305000305176,
wind,validation_2006_2014,DOR,test8_v4,p01_pooled,1.5654736757278442,
wind,validation_2006_2014,DOR,test8_v4,p99_pooled,8.59311580657959,
